sample,distance,date,day,lineage
OM694234-1,60,2022-01-27,515,BA.1.15
OM694529-1,56,2022-01-27,515,BA.1.20
OM694578-1,62,2022-01-27,515,BA.1.1
OM694600-1,56,2022-01-27,515,BA.1.20
OM695178-1,59,2022-01-28,516,BA.1.1
OM695698-1,58,2022-01-30,518,BA.1.1
OM696447-1,59,2022-02-01,520,BA.1.1
OM699161-1,58,2022-01-29,517,BA.1.1.2
OM699382-1,58,2022-01-30,518,BA.1.20
OM699520-1,59,2022-02-01,520,BA.1.15
OM699527-1,62,2022-02-01,520,BA.1.1.2
OM699671-1,61,2022-02-01,520,BA.1.1
OM699722-1,59,2022-02-01,520,BA.1.15
OM700233-1,66,2022-01-31,519,BA.1.1
OM700317-1,58,2022-01-31,519,BA.1.1
OM700523-1,57,2022-02-01,520,BA.1.1
OM700616-1,60,2022-02-01,520,BA.1.1
OM702909-1,54,2022-01-27,515,BA.1.15
OM702945-1,56,2022-01-27,515,BA.1.1.18
OM703186-1,55,2022-01-28,516,BA.1.1
OM724087-1,60,2022-01-28,516,BA.1
OM731704-1,55,2022-01-25,513,BA.1
OM738075-1,70,2022-01-17,505,BA.2.3
OM739055-1,9,2020-09-16,17,B.1.1
OM739295-1,23,2020-12-07,99,B.1.229
OM753620-1,55,2022-01-27,515,BA.1.1.18
OM754420-1,49,2021-11-15,442,AY.1
OM761302-1,56,2022-01-27,515,BA.1.15
OM761594-1,65,2022-01-28,516,BA.2.3
OM761840-1,53,2022-01-31,519,BA.1.1
OM761844-1,54,2022-01-31,519,BA.1.1
OM764907-1,74,2022-01-29,517,BA.2.3
OM764937-1,61,2022-01-31,519,BA.1.1
OM765015-1,43,2021-09-29,395,AY.100
OM765126-1,58,2022-01-04,492,BA.1.1.18
OM765506-1,34,2021-06-02,276,B.1.351
OM765762-1,33,2021-06-28,302,AY.38
OM765851-1,38,2021-07-22,326,AY.45
OM766308-1,58,2022-01-31,519,BA.1.1.18
OM768890-1,57,2022-01-31,519,BA.1.1
OM768907-1,53,2022-01-31,519,BA.1
OM769015-1,53,2022-02-01,520,BA.1.1
OM772685-1,60,2022-01-21,509,BA.1.1
OM773734-1,58,2022-01-31,519,BA.1.15
OM774729-1,54,2022-01-31,519,BA.1
OM774930-1,54,2022-01-31,519,BA.1.1
OM775179-1,54,2022-02-01,520,BA.1.1
OM775682-1,57,2022-01-30,518,BA.1.1
OM775916-1,59,2022-01-31,519,BA.1.15
OM776145-1,58,2022-01-31,519,BA.1.15
OM777248-1,60,2022-01-07,495,BA.1.1
OM779694-1,39,2021-08-03,338,AY.44
OM779706-1,42,2021-08-07,342,AY.44
OM785200-1,58,2022-01-26,514,BA.1.1
OM793385-1,43,2021-12-27,484,AY.3
OM793395-1,51,2021-12-27,484,BA.1
OM793406-1,39,2021-11-20,447,AY.107
OM793437-1,47,2021-11-29,456,AY.120.1
OM794474-1,54,2022-01-04,492,BA.1.1
OM798193-1,60,2022-01-29,517,BA.1.20
OM799767-1,47,2022-01-03,491,AY.103
OM800080-1,61,2022-01-31,519,BA.1.1
OM800645-1,59,2022-01-25,513,BA.1.15
OM806279-1,55,2022-02-01,520,BA.1.1
OM806377-1,55,2022-02-01,520,BA.1.1
OM806403-1,55,2022-02-01,520,BA.1.1
OM807254-1,61,2022-01-05,493,BA.1.1.18
OM817843-1,55,2022-01-03,491,BA.1.1
OM817952-1,56,2022-02-01,520,BA.1.1
OM821774-1,53,2022-01-28,516,BA.1.1
OM832384-1,60,2022-01-04,492,BA.1.1
OM836714-1,58,2022-01-24,512,BA.1.1
OM839137-1,49,2021-11-16,443,AY.1
OM840480-1,23,2021-01-15,138,B.1.1
OM840483-1,23,2021-01-15,138,B.1.2
OM840521-1,17,2021-01-29,152,B.1.234
OM840548-1,21,2021-02-05,159,B.1.1.222
OM844506-1,61,2022-01-26,514,BA.1.1.18
OM851410-1,56,2022-01-30,518,BA.1.1
OM851636-1,59,2022-01-30,518,BA.1.1
OM854907-1,53,2022-01-06,494,BA.1.1.18
OM855274-1,57,2022-01-03,491,BA.1.1
OM855318-1,60,2022-01-26,514,BA.1.1.18
OM857730-1,61,2022-01-04,492,BA.1.15
OM864365-1,43,2021-08-04,339,AY.100
OM864753-1,53,2022-01-27,515,BA.1.1.18
OM865507-1,59,2022-01-17,505,BA.1
OM865543-1,61,2022-01-20,508,BA.1.20
OM865673-1,60,2022-01-25,513,BA.1.15
OM865703-1,58,2022-01-26,514,BA.1.1.18
OM865753-1,69,2022-01-27,515,BA.2.10
OM871159-1,58,2022-02-01,520,BA.1.1
OM871169-1,57,2022-02-01,520,BA.1.1
OM876451-1,46,2021-12-09,466,AY.20
OM876551-1,43,2021-12-23,480,AY.25
OM876756-1,51,2021-12-09,466,AY.103
OM876849-1,56,2022-01-04,492,BA.1
OM887956-1,40,2022-01-31,519,BA.1.1
OM896074-1,62,2022-01-19,507,BA.1.1
OM904699-1,49,2022-01-31,519,BA.1.1
OM904705-1,51,2022-01-18,506,BA.1.1
OM904748-1,49,2022-01-31,519,BA.1.1
OM904874-1,53,2022-02-01,520,BA.1.1
OM907184-1,55,2022-01-17,505,BA.1.1
OM913344-1,60,2022-01-28,516,BA.1.1
OM915524-1,61,2022-01-20,508,BA.1.1
OM921624-1,40,2021-07-19,323,AY.75
OM921841-1,46,2021-12-28,485,AY.44
OM921861-1,54,2021-12-28,485,BA.1.1.18
OM922228-1,48,2021-12-07,464,AY.3
OM927849-1,55,2022-01-11,499,BA.1.18
OM952841-1,47,2022-01-10,498,AY.103
OM963023-1,60,2022-01-14,502,BA.1.15
OM965169-1,58,2022-01-25,513,BA.1.1
OM975856-1,44,2021-11-21,448,AY.44
OM994782-1,39,2021-12-25,482,AY.120.1
OM994823-1,41,2021-12-22,479,AY.118
OM995243-1,57,2022-01-30,518,BA.1.1.14
OM995498-1,54,2022-02-01,520,BA.1.1
OM997284-1,44,2021-11-09,436,AY.39
ON001035-1,50,2021-12-13,470,AY.25
ON002917-1,57,2022-01-23,511,BA.1.1.18
ON003230-1,47,2022-01-13,501,AY.103
ON003836-1,54,2022-01-18,506,BA.1.1
ON010896-1,58,2022-01-13,501,BA.1.1
ON010933-1,58,2022-01-14,502,BA.1.1
ON011026-1,58,2022-01-13,501,BA.1.1
ON011033-1,58,2022-01-13,501,BA.1.1
ON023287-1,58,2022-01-12,500,BA.1.1
ON023439-1,43,2021-12-14,471,AY.103
ON023447-1,56,2021-12-20,477,BA.1
ON028761-1,42,2021-12-30,487,AY.119.2
ON029151-1,58,2022-01-09,497,BA.1.1
ON029783-1,59,2022-01-19,507,BA.1.1
ON036713-1,62,2022-01-14,502,BA.1.1
ON039876-1,59,2021-12-26,483,BA.1.1
ON040580-1,60,2022-01-18,506,BA.1.1
ON065186-1,37,2021-09-07,373,AY.43
ON068533-1,58,2021-12-23,480,BA.1.1
ON068636-1,52,2022-01-31,519,BA.1.1
ON068951-1,51,2022-01-30,518,BA.1.1
ON069970-1,62,2022-01-25,513,BA.1.1
ON070249-1,44,2021-12-29,486,AY.103
ON070317-1,57,2022-01-17,505,BA.1.1.18
ON070775-1,53,2022-01-31,519,BA.1.1.18
ON072718-1,50,2021-12-10,467,AY.20
ON072912-1,53,2021-12-27,484,BA.1
ON078487-1,40,2021-09-10,376,AY.38
ON082545-1,56,2022-01-28,516,BA.1.1.18
ON084807-1,55,2022-01-15,503,BA.1
ON084946-1,16,2020-09-16,17,B.1.240
ON085095-1,22,2020-10-22,53,B.1.2
ON085412-1,23,2020-10-23,54,B.1.2
ON085611-1,20,2021-02-01,155,B.1.2
ON085824-1,59,2022-01-26,514,BA.1.1
ON094265-1,53,2022-01-28,516,BA.1.1.18
ON094416-1,53,2022-01-27,515,BA.1.1
ON094481-1,20,2022-01-22,510,B.1.617.2
ON095849-1,56,2022-01-22,510,BA.1.1
ON096097-1,60,2022-01-28,516,BA.1.1
ON096188-1,55,2022-01-28,516,BA.1.1
ON096196-1,52,2022-01-20,508,BA.1
ON099660-1,61,2022-01-17,505,BA.1.1
ON099724-1,58,2022-01-26,514,BA.1.20
ON102352-1,58,2022-01-18,506,BA.1.1
ON102446-1,56,2022-01-08,496,BA.1.1
ON103748-1,58,2021-12-27,484,BA.1.1.18
ON104055-1,57,2022-01-20,508,BA.1.1.18
ON104226-1,57,2022-01-10,498,BA.1
ON105427-1,58,2022-01-11,499,BA.1.1
ON112782-1,57,2021-12-23,480,BA.1.17.2
ON113706-1,19,2021-03-30,212,B.1.234
ON116224-1,19,2020-11-13,75,B.1.2
ON117704-1,63,2022-02-01,520,BA.1.1
ON118867-1,21,2022-01-24,512,B.1.1.529
ON118956-1,51,2022-01-23,511,BA.1.1
ON129423-1,17,2021-04-01,214,B.1.243
ON130336-1,42,2021-10-15,411,AY.3
ON131794-1,36,2021-08-15,350,AY.118
ON133308-1,43,2021-12-11,468,AY.47
ON133393-1,44,2021-12-08,465,AY.25.1
ON133607-1,58,2022-01-04,492,BA.1.1
ON134640-1,25,2020-10-26,57,B.1.567
ON134757-1,18,2021-04-02,215,B.1.2
ON137876-1,46,2021-11-04,431,AY.44
ON137940-1,42,2021-11-22,449,AY.103
ON138063-1,47,2021-11-20,447,AY.103
ON149426-1,55,2021-12-30,487,BA.1.18
ON157715-1,59,2022-01-28,516,BA.1.1
ON169765-1,59,2022-01-28,516,BA.1.15
ON170534-1,40,2021-11-03,430,AY.122
ON170951-1,12,2022-01-03,491,XC
ON171095-1,57,2022-01-31,519,BA.1.1
ON176229-1,58,2022-01-10,498,BA.1.1
ON176360-1,57,2022-01-11,499,BA.1.18
ON184860-1,44,2021-06-03,277,P.1
ON185981-1,38,2021-06-27,301,AY.44
ON186181-1,32,2021-04-16,229,B.1.429
ON188388-1,60,2022-01-24,512,BA.1.1
ON189090-1,54,2022-01-26,514,BA.1.15
ON189294-1,60,2022-01-29,517,BA.1.1
ON189414-1,58,2022-01-27,515,BA.1.1
ON189808-1,54,2022-01-22,510,BA.1.1
ON189911-1,55,2022-01-25,513,BA.1.1
ON201927-1,57,2022-01-09,497,BA.1.1.18
ON202037-1,59,2022-01-20,508,BA.1.1
ON204329-1,59,2022-01-31,519,BA.1.1
ON204390-1,59,2022-01-27,515,BA.1.15
ON204626-1,56,2022-01-24,512,BA.1.1
ON205375-1,55,2022-01-26,514,BA.1.1
ON207323-1,60,2021-12-30,487,BA.1.15
ON207963-1,60,2021-12-25,482,BA.1.15
ON207964-1,60,2021-12-25,482,BA.1.15
ON212876-1,38,2021-10-21,417,AY.46.4
ON212883-1,42,2021-10-23,419,AY.100
ON213183-1,27,2021-03-28,210,B.1.429
ON214834-1,56,2021-12-24,481,BA.1
ON215683-1,58,2022-01-02,490,BA.1.1
ON216866-1,26,2020-12-11,103,B.1.2
ON216974-1,14,2020-12-12,104,B.1.240
ON217075-1,23,2021-01-07,130,B.1.429
ON217091-1,29,2021-01-12,135,B.1.427
ON220602-1,53,2021-12-31,488,BA.1.1
ON220916-1,58,2022-01-21,509,BA.1.1
ON221242-1,59,2022-01-05,493,BA.1.1
ON221271-1,57,2022-01-27,515,BA.1.1.18
ON222004-1,59,2021-12-25,482,BA.1.1
ON225955-1,57,2022-01-14,502,BA.1.1
ON226045-1,58,2021-12-27,484,BA.1.1.18
ON226461-1,51,2022-01-26,514,BA.1.1
ON230350-1,46,2022-01-25,513,B.1.1.529
ON230636-1,55,2022-01-25,513,BA.1.1
ON230839-1,56,2022-01-25,513,BA.1.1
ON238362-1,55,2022-01-22,510,BA.1.1
ON238960-1,21,2021-01-07,130,B.1.2
ON240227-1,56,2022-01-31,519,BA.1.1
ON240782-1,56,2022-01-29,517,BA.1.1
ON243541-1,58,2021-12-28,485,BA.1.1
ON254263-1,61,2022-01-31,519,BA.1.1
ON260006-1,58,2022-01-14,502,BA.1.1
ON262369-1,60,2021-01-04,127,BA.1.15
ON263877-1,54,2022-01-30,518,BA.1.1
ON264135-1,54,2022-01-09,497,BA.1
ON264137-1,58,2022-01-29,517,BA.1.1
ON264221-1,51,2022-01-27,515,BA.1.1
ON264227-1,59,2022-01-26,514,BA.1.1
ON265533-1,57,2022-01-10,498,BA.1.18
ON265658-1,54,2022-01-13,501,BA.1.17
ON265847-1,56,2022-01-12,500,BA.1.17
ON266111-1,57,2022-01-03,491,BA.1.1.14
ON266196-1,56,2022-01-11,499,BA.1.1.1
ON268704-1,42,2021-11-29,456,AY.43
ON269107-1,40,2021-11-29,456,AY.43.8
ON269469-1,42,2021-11-17,444,B.1.617.2
ON269516-1,47,2021-11-22,449,AY.43
ON271815-1,36,2022-01-04,492,AY.9.2
ON272078-1,46,2021-12-02,459,AY.98.1
ON272125-1,54,2021-12-30,487,BA.1.17
ON273507-1,42,2021-12-21,478,AY.122
ON273643-1,46,2021-12-23,480,BA.1.17
ON273987-1,40,2021-12-14,471,AY.43
ON274501-1,51,2021-12-09,466,AY.4
ON274620-1,45,2021-12-13,470,AY.122
ON275984-1,35,2021-10-25,421,AY.43
ON276414-1,60,2022-01-18,506,BA.1.1
ON276505-1,57,2022-01-06,494,BA.1.1
ON276533-1,57,2021-12-30,487,BA.1.15
ON276573-1,58,2021-12-30,487,BA.1.15
ON276659-1,56,2022-01-20,508,BA.1.1
ON277382-1,34,2021-09-01,367,AY.43
ON277489-1,46,2021-09-07,373,AY.42
ON277511-1,43,2021-09-08,374,AY.4
ON277516-1,36,2021-09-08,374,AY.43
ON279358-1,50,2021-10-06,402,AY.122
ON281150-1,36,2021-07-28,332,AY.43
ON281163-1,38,2021-07-29,333,AY.43
ON281338-1,34,2021-07-30,334,AY.43
ON281403-1,35,2021-08-04,339,AY.43
ON281435-1,34,2021-08-05,340,AY.43
ON281445-1,36,2021-08-02,337,AY.43
ON281615-1,43,2021-07-31,335,AY.122
ON281759-1,35,2021-08-02,337,AY.43
ON284233-1,39,2021-07-23,327,AY.42
ON284283-1,38,2021-07-24,328,AY.98.1
ON285427-1,25,2020-11-13,75,B.1.160
ON285476-1,22,2020-11-26,88,B.1.160
ON287689-1,16,2021-10-12,408,B.1.1
ON287748-1,15,2021-10-13,409,B.1.597
ON290450-1,25,2021-02-02,156,B.1.160
ON290469-1,28,2021-02-02,156,B.1.160.30
ON290925-1,26,2021-01-18,141,B.1.160
ON291073-1,27,2021-02-09,163,B.1.160
ON291169-1,22,2021-02-22,176,A.21
ON292329-1,31,2021-02-06,160,B.1.160
ON292634-1,14,2020-11-16,78,B.1.453
ON297906-1,15,2020-09-09,10,B.1
ON298006-1,16,2020-09-15,16,B.1.221
ON298038-1,25,2020-09-25,26,B.1.160
ON298203-1,14,2020-09-04,5,B.1.1.269
ON298747-1,14,2020-09-16,17,B.1.1.269
ON298871-1,25,2020-11-03,65,B.1.160
ON302216-1,21,2020-11-05,67,B.1.160
ON304586-1,35,2021-06-11,285,AY.13
ON304731-1,58,2022-01-15,503,BA.1.1
ON304862-1,70,2022-01-05,493,BA.2
ON305416-1,55,2022-01-19,507,BA.1.1
ON305460-1,55,2022-01-19,507,BA.1
ON316001-1,59,2021-12-30,487,BA.1.17.2
ON316212-1,51,2021-12-21,478,AY.119
ON316213-1,55,2021-12-30,487,BA.1
ON326738-1,56,2021-12-23,480,BA.1
ON333162-1,47,2021-12-17,474,AY.25
ON334026-1,50,2021-12-15,472,AY.25
ON338395-1,49,2021-12-29,486,AY.25
ON338771-1,44,2021-12-01,458,AY.20
ON338917-1,40,2021-12-07,464,AY.4
ON339172-1,56,2021-12-16,473,BA.1.17.2
ON339252-1,50,2021-12-14,471,AY.44
ON339275-1,57,2021-12-15,472,BA.1
ON339579-1,23,2020-12-11,103,B.1.429
ON339899-1,17,2020-12-11,103,B.1.2
ON340460-1,18,2020-12-13,105,B.1.609
ON343008-1,26,2020-12-12,104,B.1.2
ON343084-1,15,2020-12-12,104,B.1.1.416
ON343137-1,21,2020-12-13,105,B.1.429
ON343404-1,26,2020-12-15,107,B.1.429
ON343502-1,22,2020-12-15,107,B.1.429
ON343755-1,46,2021-11-29,456,AY.103
ON343957-1,21,2020-12-10,102,B.1.2
ON343997-1,25,2020-12-10,102,B.1.2
ON344124-1,22,2020-12-11,103,B.1.2
ON344316-1,19,2020-12-10,102,B.1.2
ON356301-1,56,2021-12-29,486,BA.1
ON357888-1,60,2022-01-28,516,BA.1.1
ON358312-1,59,2022-01-26,514,BA.1.17
ON367290-1,57,2022-01-27,515,BA.1.1
ON369450-1,44,2022-01-03,491,AY.25
ON382314-1,53,2021-11-30,457,AY.3
ON383230-1,58,2022-01-03,491,BA.1.15
ON383617-1,56,2021-12-18,475,BA.1
ON425305-1,42,2021-10-29,425,AY.100
ON425502-1,58,2021-12-27,484,BA.1.15
ON429924-1,54,2022-01-05,493,BA.1
ON431095-1,42,2021-10-27,423,AY.125.1
ON431583-1,39,2021-11-02,429,AY.4
ON432685-1,41,2021-11-08,435,AY.43
ON432793-1,40,2021-11-09,436,AY.43
ON432924-1,45,2021-11-04,431,AY.98.1
ON433379-1,48,2021-11-22,449,AY.4.2.3
ON433642-1,44,2021-11-16,443,AY.98.1
ON434169-1,39,2021-11-10,437,AY.122
ON434250-1,43,2021-11-09,436,AY.4
ON434298-1,40,2021-11-11,438,AY.43
ON434349-1,37,2021-11-16,443,AY.43
ON434482-1,40,2021-08-21,356,AY.125
ON434570-1,34,2021-08-22,357,AY.43
ON434992-1,35,2021-08-31,366,AY.43
ON435126-1,41,2021-09-02,368,AY.43
ON437664-1,35,2021-09-04,370,AY.122
ON437730-1,35,2021-09-04,370,AY.43
ON439856-1,41,2021-08-09,344,AY.42
ON439882-1,32,2021-08-13,348,AY.72
ON439953-1,41,2021-08-10,345,AY.42
ON440594-1,34,2021-07-26,330,AY.43
ON440843-1,37,2021-07-28,332,AY.43
ON441227-1,35,2021-07-30,334,AY.43
ON441488-1,39,2021-07-28,332,AY.42
ON441508-1,31,2021-08-01,336,AY.9.2
ON442897-1,44,2022-01-03,491,AY.46.6
ON444887-1,52,2021-12-14,471,BA.1.13
ON445264-1,48,2021-12-22,479,AY.98.1
ON445614-1,37,2021-11-29,456,AY.43
ON445899-1,40,2021-12-06,463,AY.43
ON446034-1,56,2021-11-22,449,AY.34.1
ON446199-1,48,2021-11-22,449,AY.98.1
ON446361-1,45,2021-11-15,442,AY.4.2
ON446453-1,44,2021-12-13,470,AY.43
ON446472-1,46,2021-12-13,470,AY.98.1
ON446871-1,41,2021-12-06,463,AY.98.1
ON446938-1,42,2021-12-06,463,AY.43
ON447005-1,41,2021-12-06,463,AY.43
ON447300-1,56,2021-12-14,471,BA.1
ON447306-1,54,2021-12-13,470,AY.127
ON447321-1,39,2021-12-13,470,AY.43
ON459023-1,35,2021-08-12,347,AY.57
ON459238-1,33,2021-09-05,371,AY.57
ON459590-1,34,2021-08-23,358,AY.57
ON470699-1,57,2021-12-30,487,BA.1.1
ON473006-1,44,2021-11-23,450,AY.26
ON473111-1,46,2021-11-15,442,AY.25.1
ON474228-1,41,2021-12-05,462,AY.100
ON474369-1,56,2022-01-01,489,BA.1
ON474396-1,41,2021-12-15,472,AY.44
ON475242-1,57,2022-01-17,505,BA.1.1
ON475395-1,55,2022-01-09,497,BA.1.17.2
ON475640-1,45,2021-12-29,486,AY.25.1
ON475910-1,60,2022-01-16,504,BA.1.1
ON476238-1,58,2022-01-28,516,BA.1.1
ON476306-1,41,2021-12-24,481,AY.3
ON478106-1,58,2022-01-05,493,BA.1
ON483089-1,45,2021-09-28,394,AY.100
ON483163-1,38,2021-10-06,402,AY.20
ON483601-1,47,2021-10-13,409,AY.20
ON483602-1,45,2021-10-23,419,AY.20
ON483953-1,30,2021-09-10,376,AY.26
ON483988-1,32,2021-09-07,373,AY.26
ON484257-1,43,2021-09-21,387,AY.3
ON484263-1,46,2021-09-21,387,AY.3
ON484842-1,41,2021-08-19,354,AY.20
ON484948-1,38,2021-08-17,352,AY.62
ON485132-1,36,2021-07-15,319,AY.26
ON485611-1,41,2021-08-02,337,AY.20
ON485810-1,39,2021-08-02,337,B.1.617.2
ON486077-1,35,2021-06-29,303,AY.26
ON486160-1,39,2021-07-08,312,AY.20
ON486680-1,31,2021-06-07,281,AY.26
ON486761-1,37,2021-06-22,296,AY.100
ON487045-1,39,2021-08-20,355,AY.20
ON487233-1,39,2021-08-23,358,AY.26
ON487397-1,40,2021-08-30,365,AY.20
ON487592-1,31,2021-08-27,362,AY.26
ON487602-1,36,2021-08-28,363,AY.26
ON487714-1,43,2021-09-03,369,AY.113
ON488196-1,47,2021-10-13,409,AY.20
ON488278-1,47,2021-10-23,419,AY.20
ON496244-1,39,2021-09-10,376,AY.3
ON510343-1,58,2021-12-29,486,BA.1.1.18
ON511962-1,57,2022-01-20,508,BA.1.1
ON511992-1,52,2022-01-20,508,BA.1.1
ON513563-1,54,2021-12-30,487,BA.1.1.18
ON513902-1,44,2021-11-02,429,AY.3
ON515822-1,54,2022-01-05,493,BA.1
ON516673-1,39,2021-12-22,479,AY.47
ON516969-1,57,2022-01-13,501,BA.1.15
ON518572-1,60,2022-01-25,513,BA.1.1
ON518620-1,57,2022-01-10,498,BA.1.1
ON518814-1,59,2022-01-31,519,BA.1.1
ON525931-1,59,2022-01-01,489,BA.1.1
ON532205-1,58,2021-12-28,485,BA.1.1
ON547039-1,39,2022-01-20,508,BA.1
ON558603-1,40,2022-01-14,502,BA.1.1
ON559292-1,37,2022-01-18,506,BA.1.1.18
ON561001-1,59,2022-01-20,508,BA.1.15
ON561081-1,56,2022-01-21,509,BA.1
ON572324-1,57,2021-12-22,479,BA.1.20
ON572457-1,60,2022-01-29,517,BA.1.1
ON572545-1,58,2021-11-22,449,AY.100
ON575115-1,43,2021-05-24,267,P.1
ON575253-1,39,2021-08-09,344,AY.99.2
ON575388-1,41,2021-08-08,343,P.1.15
ON575433-1,41,2021-08-03,338,P.1
ON576637-1,42,2021-06-14,288,P.1.14
ON577595-1,37,2021-06-08,282,P.1
ON577725-1,43,2021-06-04,278,P.1
ON578175-1,40,2021-08-02,337,AY.101
ON578556-1,44,2021-08-10,345,AY.99.2
ON579287-1,44,2021-09-09,375,AY.99.2
ON579398-1,43,2021-09-11,377,AY.99.2
ON579461-1,47,2021-09-09,375,AY.99.2
ON579844-1,38,2021-10-13,409,AY.26
ON579988-1,41,2021-09-15,381,AY.99.2
ON580107-1,39,2021-09-10,376,AY.46.3
ON580122-1,44,2021-09-12,378,AY.34.1.1
ON580352-1,42,2021-10-07,403,AY.36
ON581218-1,40,2021-10-02,398,AY.99.2
ON581220-1,46,2021-09-13,379,AY.46.3
ON581655-1,41,2021-10-08,404,AY.99.2
ON581944-1,43,2021-11-08,435,AY.99.2
ON582083-1,47,2021-11-01,428,AY.34.1.1
ON582098-1,43,2021-11-08,435,AY.99.2
ON582509-1,40,2021-11-06,433,AY.43.2
ON582613-1,42,2021-11-13,440,AY.99.2
ON582758-1,40,2021-11-12,439,AY.46.3
ON582825-1,47,2021-11-06,433,AY.99.2
ON583009-1,46,2021-12-10,467,AY.99.2
ON583213-1,39,2021-12-08,465,AY.43
ON596696-1,56,2021-12-24,481,BA.1
ON597081-1,61,2022-01-16,504,BA.1.1
ON598941-1,58,2022-01-06,494,BA.1.1.18
ON600062-1,58,2022-01-01,489,BA.1.1
ON600096-1,70,2022-01-22,510,BA.2.2
ON601245-1,42,2021-11-08,435,AY.44
ON601300-1,44,2021-11-21,448,AY.20
ON602376-1,23,2021-02-09,163,B.1.2
ON612947-1,52,2022-01-01,489,AY.105
ON613092-1,26,2021-01-27,150,B.1.2
ON613474-1,57,2022-01-22,510,BA.1
ON615360-1,59,2022-01-31,519,BA.1.1
ON615369-1,71,2022-02-01,520,BA.2
ON615530-1,59,2022-01-31,519,BA.1.15
ON617084-1,53,2022-01-21,509,BA.1.1
ON617125-1,55,2022-01-22,510,BA.1.1
ON617128-1,47,2022-01-22,510,BA.1.1
ON618850-1,39,2021-10-11,407,AY.103
ON618960-1,37,2021-07-27,331,AY.25.1
ON619154-1,58,2022-01-25,513,BA.1.1
ON619259-1,27,2020-12-23,115,B.1.427
ON639443-1,22,2020-11-30,92,B.1.2
ON645095-1,59,2022-01-05,493,BA.1.15
ON647604-1,32,2021-06-17,291,AY.38
ON661390-1,76,2021-12-14,471,BA.2.12.1
ON665609-1,41,2021-11-19,446,AY.119
ON665966-1,44,2021-10-28,424,AY.44
ON670001-1,38,2021-08-27,362,AY.39.1.1
ON670074-1,37,2021-08-30,365,AY.39.1.1
ON670092-1,37,2021-08-31,366,AY.39.1.1
ON673389-1,61,2022-01-22,510,BA.1.1.18
ON673424-1,60,2022-01-25,513,BA.1.1
ON686050-1,59,2022-01-24,512,BA.1.1.18
ON725668-1,42,2021-08-24,359,AY.3.1
ON734569-1,58,2021-12-31,488,BA.1.20
ON762033-1,37,2022-01-05,493,BA.1
ON762456-1,58,2022-01-06,494,BA.1.15
ON763491-1,20,2021-03-14,196,B.1.2
ON775110-1,57,2022-01-06,494,BA.1.1
ON775113-1,56,2022-01-15,503,BA.1.15
ON776041-1,37,2021-03-30,212,B.1.429
ON808953-1,57,2022-01-10,498,BA.1.1
ON810245-1,60,2022-01-11,499,BA.1.1
ON810845-1,57,2021-12-26,483,BA.1.1
ON840394-1,38,2022-01-11,499,BA.1.18
ON885713-1,38,2021-10-01,397,AY.3
ON891748-1,37,2021-06-19,293,AY.30
ON893279-1,42,2021-08-17,352,AY.100
ON893379-1,41,2021-08-14,349,AY.100
ON893563-1,37,2021-09-09,375,AY.44
ON893958-1,17,2020-10-31,62,B.1.243
ON922928-1,51,2022-01-14,502,AY.121
ON924085-1,60,2022-01-04,492,BA.1.1
ON925986-1,49,2021-12-06,463,AY.3
ON927928-1,72,2021-12-14,471,BA.2
ON960742-1,59,2022-01-05,493,BA.1.15
ON974873-1,65,2022-01-27,515,BA.2.10
OP002912-1,54,2022-01-10,498,BA.1
OP053437-1,38,2021-06-10,284,AY.38
OP057204-1,62,2022-01-07,495,BA.1.15
OU012056-1,33,2021-02-15,169,B.1.1.7
OU012380-1,33,2021-02-12,166,B.1.1.7
OU012486-1,38,2021-02-15,169,B.1.1.7
OU012564-1,31,2021-02-15,169,B.1.1.7
OU012728-1,31,2021-02-15,169,B.1.1.7
OU012861-1,37,2021-02-17,171,B.1.1.7
OU012979-1,30,2021-02-13,167,B.1.1.7
OU013033-1,35,2021-02-18,172,B.1.1.7
OU013042-1,36,2021-02-18,172,B.1.1.7
OU013138-1,32,2021-02-18,172,B.1.1.7
OU013239-1,31,2021-02-17,171,B.1.1.7
OU013345-1,32,2021-02-18,172,B.1.1.7
OU013748-1,30,2021-02-18,172,B.1.1.7
OU013890-1,34,2021-02-17,171,B.1.1.7
OU013986-1,30,2021-02-18,172,B.1.1.7
OU029275-1,34,2021-02-20,174,B.1.1.7
OU029372-1,18,2021-01-14,137,B.1.177.16
OU029653-1,34,2021-03-07,189,B.1.1.7
OU029994-1,31,2021-01-20,143,B.1.1.7
OU030029-1,33,2021-04-09,222,B.1.1.7
OU030162-1,29,2021-02-15,169,B.1.1.7
OU030549-1,20,2021-01-28,151,B.1.177.81
OU030627-1,19,2021-01-15,138,B.1.177.16
OU030645-1,9,2021-03-25,207,unclassifiable
OU030951-1,18,2021-01-16,139,B.1.1.7
OU031143-1,32,2021-01-30,153,B.1.1.7
OU032079-1,19,2021-01-15,138,B.1.177.16
OU032376-1,37,2021-03-03,185,B.1.1.7
OU032388-1,31,2020-12-30,122,B.1.1.7
OU347842-2,18,2021-04-24,237,AY.1
OU347876-1,37,2021-06-10,284,AY.122
OU348038-1,36,2021-06-04,278,AY.122
OU355776-1,33,2021-06-10,284,AY.4
OU384591-1,31,2021-02-13,167,B.1.1.7
OU385020-1,30,2021-06-15,289,AY.9
OU385581-1,31,2021-01-16,139,B.1.1.7
